genes,Fold.c,logCPM,F,p.val,FDR
Ralgapb,-0.119,4.224,0.413,0.5332603152175013,0.6096913782760252
Pnrc2,0.103,7.338,0.413,0.5332699273641106,0.6096913782760252
Fam220a,0.184,1.616,0.411,0.5338249328383257,0.610211984078413
Shb,0.231,1.297,0.411,0.5338412549107545,0.610211984078413
Ifnar2,-0.126,2.828,0.411,0.5339776908357107,0.6103016444731382
Gale,0.105,3.92,0.41,0.5344606392171263,0.6107872835015008
Hrh2,-0.249,2.731,0.41,0.5347094340975835,0.6110052530143198
Anapc2,0.083,4.864,0.409,0.5350506824718175,0.61132880908262055
Ptpra,0.079,5.593,0.408,0.5356048028915112,0.6118954880932986
Nol11,0.122,5.617,0.407,0.5359180438046801,0.612152684145518
Tbc1d8b,-0.27,2.609,0.407,0.5359462775855419,0.612152684145518
Folh1,-0.396,2.641,0.409,0.536054927850826,0.6122103327300024
Mms19,0.094,6.268,0.407,0.5361962072308768,0.6123052293749882
Cog3,-0.143,3.279,0.406,0.536357491663216,0.6124229475664086
Papd7,-0.163,3.364,0.405,0.5368493300184313,0.6128868022564413
Rars2,0.081,4.88,0.405,0.5368802188729331,0.6128868022564413
Snx9,0.123,3.663,0.405,0.5372085978411341,0.6131951486150617
R3hdm1,-0.102,4.869,0.404,0.5373070018077588,0.6132409522801568
Mpnd,0.148,2.774,0.403,0.5380328042861593,0.6140027328384399
Spred1,-0.081,6.09,0.401,0.538789629629005,0.6147898771001687
Irf7,-0.204,8.672,0.403,0.5388394028789182,0.6147898771001687
Il6st,-0.112,4.285,0.4,0.5392376481719832,0.6151280431243005
Egln1,-0.113,3.88,0.4,0.5392527033946282,0.6151280431243005
Mrpl50,0.098,5.6,0.4,0.5396910418595541,0.6155613303152057
Rap1a,-0.104,5.711,0.397,0.5407702802818879,0.6167254426581019
Phf6,-0.12,5.038,0.397,0.5411561283435078,0.6170986062590738
Gzmb,-0.637,1.539,0.398,0.5413566263202221,0.6172603509337629
Tmem220,-0.118,3.262,0.395,0.5419127352017559,0.6178274878145262
Ascc1,0.099,5.446,0.395,0.5420274686051049,0.6178913500304971
Ensa,0.08,7.598,0.394,0.5424475692975708,0.6183032681670643
Cant1,0.257,5.867,0.395,0.5430188330700024,0.6188873800926714
Dlg3,-0.147,2.829,0.393,0.5431271683816339,0.6189438155598801
Gpr126,0.312,3.052,0.39,0.5448162127237886,0.6208014083911669
Slc25a15,-0.188,3.054,0.388,0.5453307279459965,0.6212585220466678
Cldn2,-0.324,4.944,0.39,0.5454377823565835,0.6212585220466678
Dhdh,0.084,4.753,0.388,0.5454623015640518,0.6212585220466678
Fam204a,0.159,4.264,0.388,0.5454949386379708,0.6212585220466678
Tiprl,-0.08,6.022,0.388,0.545512567111205,0.6212585220466678
Srr,-0.243,1.993,0.387,0.5459485570527092,0.6216877681923665
Nagpa,-0.121,4.189,0.385,0.546976037099949,0.6227680214819581
Calml4,-0.331,3.132,0.387,0.54701556804692,0.6227680214819581
Spic,-0.184,4.941,0.385,0.5475809386269439,0.6233442467731859
Actr8,-0.071,5.658,0.383,0.5480683658076142,0.6238316293557085
Exoc1,0.085,6.021,0.383,0.5483038918761576,0.6240322143859838
Usp8,0.07,5.108,0.382,0.5485330423453809,0.6241720193572124
Gzmk,-0.667,1.373,0.384,0.5485818010955843,0.6241720193572124
Wrnip1,-0.209,1.849,0.382,0.5486046761412959,0.6241720193572124
Srd5a3,0.085,4.109,0.382,0.5486929283625002,0.6242049389360638
Rasgrp3,0.367,3.54,0.381,0.5498026309789399,0.6253997498423289
Tnfrsf22,0.183,1.829,0.378,0.5504453016258235,0.6260631116524579
Stk4,0.077,6.935,0.378,0.5506151823527465,0.6261886484273157
D16Ertd472e,-0.191,1.88,0.376,0.5514553510331011,0.6270763625374242
Socs6,0.125,4.665,0.374,0.5529071740863583,0.6286593401308209
Ap3b1,0.102,6.669,0.373,0.5533139996796548,0.629053934596911
Hnrnpa3,-0.091,5.667,0.372,0.5537352527462516,0.6294648444041056
Fer,0.147,4.159,0.372,0.5539968872577314,0.629694236834425
Jade3,0.232,2.031,0.371,0.5540830451305684,0.6297241477383057
Rbbp4,0.085,7.227,0.369,0.5550976052196266,0.6308090820438587
Fyb,-0.083,9.914,0.368,0.5556315923723993,0.6313477212541581
Kpna3,0.092,6.537,0.367,0.5562600468343638,0.6319929661913184
Wapal,-0.069,6.834,0.367,0.5563195710187383,0.6319929661913184
Prrg2,0.11,4.072,0.366,0.5567928369337989,0.6324623297770257
Ttc37,-0.146,3.529,0.365,0.5573911812853986,0.6330736536067186
Bst2,-0.176,8.659,0.366,0.5574517846668374,0.6330741560596946
Hdac5,-0.125,4.65,0.365,0.5576307632509871,0.6332090775536999
Rrp7a,0.073,4.765,0.364,0.5578029434363398,0.633336250947411
A630001G21Rik,0.092,5.487,0.363,0.5586616285175936,0.6342427788208693
Smcr8,0.109,4.607,0.363,0.5587278875957786,0.6342495750992857
Pecam1,-0.249,5.164,0.364,0.5589471103144318,0.6343268452798675
Slc34a2,0.427,1.082,0.363,0.5589765455664899,0.6343268452798675
Sptan1,-0.11,6.091,0.362,0.5589767971377184,0.6343268452798675
5730508B09Rik,0.23,1.886,0.361,0.559398846677909,0.6347257629477862
Map3k8,0.111,6.419,0.361,0.5594489643011229,0.6347257629477862
Zfp607,-0.214,2.48,0.361,0.5598713109810631,0.6351364602688364
Rwdd2a,-0.197,2.624,0.36,0.560277804985365,0.6355290871899315
Usp45,-0.095,4.431,0.36,0.5603385283065109,0.6355294603760955
Pacs2,0.116,4.506,0.358,0.5611920936947177,0.6363237280381185
Klhl9,-0.099,7.072,0.358,0.5612168301003156,0.6363237280381185
Serpinb6b,0.401,1.866,0.359,0.5612202337662053,0.6363237280381185
Ddrgk1,0.07,7.162,0.358,0.5614526425590805,0.6365186552089208
Ptafr,0.107,9.033,0.357,0.5620075911774682,0.6370791642745339
Plekha2,-0.089,7.081,0.356,0.5623229637126479,0.6373680037858891
2610034B18Rik,-0.16,3.678,0.355,0.5626583192990904,0.6376794285389691
Creb3l3,0.19,2.438,0.355,0.5629633985488756,0.6379564767316194
Pdzd8,-0.092,5.501,0.354,0.563432561721288,0.6384193869918287
Chtf8,-0.241,1.848,0.353,0.5636835545373886,0.6386350176999289
Fam102b,-0.097,5.508,0.353,0.5639316074135068,0.6388415208542787
Oser1,0.108,4.318,0.353,0.5639872402106101,0.6388415208542787
Wdyhv1,-0.112,4.455,0.352,0.5644073667170357,0.6392485975635956
Epb4.1l2,0.073,6.848,0.351,0.5647751779704779,0.6395540989716612
Cyb5r1,0.083,7.003,0.351,0.5647986545418272,0.6395540989716612
Mrpl2,0.117,3.495,0.351,0.5650744638001821,0.6397975664481725
Rfng,-0.185,2.223,0.35,0.5656808819159553,0.6404152684670895
Rbbp8,-0.066,5.172,0.349,0.5659312074944491,0.6406297435955345
Ube3a,-0.071,5.327,0.349,0.5661250922935306,0.6407335270826031
Afmid,0.257,1.604,0.349,0.5661446673775581,0.6407335270826031
Dhx40,0.078,5.834,0.349,0.5662971956284976,0.6408372286911151
Hsf2,0.091,3.705,0.348,0.5665554518202629,0.6410605397316803
Ggps1,-0.09,5.32,0.347,0.5670566356600847,0.6415353239439057
Mast3,-0.109,4.207,0.347,0.5671189541234014,0.6415353239439057
Ankrd17,0.101,6.004,0.347,0.567157951026338,0.6415353239439057
Oard1,-0.074,5.611,0.346,0.5679647389593314,0.6423788637219523
Slc5a2,0.409,3.317,0.347,0.568304346549956,0.6426938891719707
Agps,-0.078,5.71,0.345,0.5684774710774619,0.6428205918921268
Qsox2,-0.269,1.85,0.345,0.5685883880303735,0.6428394470071589
Gnpnat1,0.075,4.568,0.344,0.5686163235524693,0.6428394470071589
Tmx4,0.127,4.758,0.344,0.5688417328907126,0.6430251966063991
Slc46a1,-0.09,4.848,0.344,0.5690009124705073,0.6431360474680075
Map3k11,-0.128,3.96,0.344,0.5690988555088863,0.6431776669015155
Aifm1,-0.122,5.71,0.343,0.5695663073574313,0.6436368398112382
Hyou1,-0.137,5.766,0.342,0.5699748451571819,0.6440293456017423
Ulbp1,-0.155,2.437,0.342,0.5701548959636745,0.6441636214543427
Zswim6,0.112,4.089,0.341,0.5703167278582001,0.644277286876204
1810026J23Rik,-0.158,2.5,0.34,0.5709078776887089,0.6448758691410781
Sh3d19,0.192,2.831,0.34,0.5711009300980057,0.6449804990666309
Dcp1b,-0.128,3.622,0.34,0.5711498129144121,0.6449804990666309
Dnlz,0.181,2.02,0.34,0.5711843838070829,0.6449804990666309
Ndfip1,0.111,3.101,0.339,0.5718086155479347,0.6456161010097551
Pter,-0.289,4.833,0.34,0.5719972982087158,0.6457598507724832
Tmem186,-0.088,4.203,0.338,0.5721161552922843,0.6458247481378147
Nek4,-0.126,3.47,0.337,0.5726880382386346,0.6464009681846135
Ube2v2,0.12,2.907,0.337,0.5730000744770243,0.6466838034879586
Tmem206,-0.092,5.982,0.335,0.5736774373405539,0.6473788389420535
Cars2,0.195,1.932,0.335,0.5740888044235392,0.6477735887785656
Spata13,-0.081,5.862,0.334,0.5742067736500175,0.6478372337428041
Sema3c,-0.36,1.153,0.333,0.5753236126366378,0.6490276989467559
Map3k1,-0.09,8.635,0.332,0.5757759048889521,0.6494683081944949
Dennd1a,0.075,5.708,0.331,0.5760732813008724,0.6497340985132991
Irgq,-0.278,2.119,0.33,0.5764820066113825,0.6500599303768273
Usp38,-0.105,3.746,0.33,0.5764857236792313,0.6500599303768273
Ap1m1,-0.098,6.388,0.33,0.576833582539489,0.6503824910600068
Xrcc6,0.104,4.108,0.329,0.5771669072674828,0.6506885970833214
Paip2,-0.103,6.28,0.327,0.5782970454468206,0.6518928558368391
Psmd7,0.091,6.818,0.325,0.5794208290032132,0.6530896940446458
Xpa,0.148,1.548,0.325,0.5797499643946501,0.6533906902993363
Cenpj,-0.158,3.156,0.324,0.5800262272709777,0.653632040005622
Ranbp10,-0.117,4.092,0.323,0.5807230330147749,0.654338174126027
Elovl5,0.125,6.833,0.323,0.5807772067221413,0.654338174126027
Rgs12,0.212,1.659,0.322,0.5810961845446173,0.6546274649355538
Orc5,-0.092,5.189,0.322,0.5812567020992039,0.6547382012620341
Mrpl49,-0.073,4.933,0.322,0.5815133071919079,0.6549571370630897
Osgepl1,-0.144,3.326,0.321,0.5817621067890428,0.6551672356315387
Map3k3,-0.074,5.826,0.321,0.5821248761770736,0.6555056256833972
2810408M09Rik,-0.149,1.557,0.32,0.5824690096351215,0.6558229604526411
Speg,-0.207,1.602,0.319,0.5828043534038532,0.6561303317501602
Tpgs2,0.13,2.584,0.318,0.5833719134288843,0.656699042042378
Gm9733,0.273,2.397,0.317,0.5843610659958065,0.6577235326237728
Tmem39b,-0.115,4.151,0.317,0.5844070160631261,0.6577235326237728
Mier1,0.071,6.433,0.315,0.5852661013554528,0.6586199534342241
Psme1,-0.145,8.494,0.314,0.58584488801405,0.6592007866308648
Prr13,0.088,5.665,0.314,0.5861840219931287,0.6595118639403071
Idh3a,0.081,7.134,0.313,0.5867215914696997,0.6600461093687888
Plau,0.159,6.017,0.313,0.587228573292955,0.6605442517578599
Dld,0.058,6.943,0.312,0.5873440442556195,0.6605442517578599
Zfp429,-0.11,3.667,0.312,0.5873527096548793,0.6605442517578599
Oas1a,-0.134,6.814,0.311,0.5876445627486564,0.6607481890887491
Fads2,-0.449,1.872,0.313,0.587659631443657,0.6607481890887491
Ccl4,0.42,9.375,0.312,0.5882423499692284,0.6613327188810033
Aqr,-0.083,5.77,0.309,0.5891736519097379,0.6622457510589611
Slc19a2,0.138,1.441,0.309,0.589180340341537,0.6622457510589611
Daam1,0.157,3.328,0.308,0.5897798036313896,0.6628487529224728
Gstm4,0.098,3.562,0.307,0.5902034145128461,0.6632540080007133
Apba1,0.132,2.017,0.305,0.5910633615950724,0.6640831297649537
Fam221a,-0.197,1.428,0.305,0.5910674326122356,0.6640831297649537
Erc1,0.283,1.059,0.305,0.5914377771287607,0.6644282831990977
Napsa,0.347,5.069,0.306,0.5915175611167145,0.6644469786113564
Samd1,0.111,3.009,0.303,0.5922535275044574,0.6652026758383397
Mafk,-0.159,3.551,0.303,0.5923275048573778,0.6652147634593583
Camk2g,-0.119,3.887,0.302,0.5932503353180504,0.6661800532015627
Ctage5,-0.096,5.915,0.302,0.5934289748699075,0.666309549995309
Myo9b,-0.066,5.609,0.299,0.5950914496694527,0.668093398913687
Spcs3,-0.089,8.413,0.299,0.5951870480430614,0.668093398913687
Rbm19,-0.108,2.968,0.299,0.595208173982307,0.668093398913687
Zfp1,0.135,3.339,0.298,0.5957792940570891,0.6686631304781089
Taf6,-0.063,6.011,0.297,0.5961147777332206,0.6689683060772829
Sart1,-0.102,4.105,0.297,0.5962844839204203,0.6689968271103903
Ahi1,-0.306,1.242,0.297,0.5963300057390689,0.6689968271103903
Hnrnpul2,0.123,4.29,0.297,0.596330916876885,0.6689968271103903
C030046E11Rik,0.093,4.408,0.297,0.5964078218490807,0.6690117801212958
Nuak2,0.148,4.412,0.296,0.5969471981319499,0.669545445101525
Ptar1,0.161,2.313,0.295,0.5973072345694602,0.6698778673531312
Ces1f,-0.559,0.863,0.296,0.5975271844935176,0.6700337471118367
Clip1,-0.076,6.329,0.295,0.5975735737569692,0.6700337471118367
Cdk17,0.093,4.229,0.294,0.5978083134072794,0.6702255361160027
Mthfd1l,0.18,2.107,0.293,0.598428957643099,0.6708498904099639
Dfna5,-0.095,6.259,0.293,0.5986527397310553,0.6710292693001593
Ier2,0.254,2.466,0.293,0.598793251024337,0.6711152817689955
H1f0,-0.13,4.634,0.292,0.5989621554950549,0.6712330950239045
Fbxo3,0.073,6.091,0.291,0.5999017334756033,0.6722144544099429
Xpc,0.077,4.636,0.29,0.6003815051637302,0.6726804279001207
Ogdh,0.07,8.047,0.29,0.6005715177421985,0.672792121760643
Ube2w,0.084,6.171,0.29,0.6006138906235728,0.672792121760643
Adpgk,0.156,3.018,0.29,0.6006730004695657,0.672792121760643
Mterfd2,-0.104,4.14,0.289,0.6008856879018238,0.6729587158142711
Clrn3,-0.341,1.521,0.29,0.6011139171471291,0.6731426785292369
Elp3,0.089,4.801,0.288,0.6014540194238474,0.6734518670352357
Rgp1,0.145,2.399,0.288,0.6018739063686094,0.6738503156417572
Cd180,-0.086,6.009,0.288,0.6020135078543991,0.67393490884594065
Mta1,-0.107,3.141,0.287,0.6025332656719025,0.6744450116652941
Ube2q2,0.111,3.875,0.285,0.6035041687750684,0.6754599412912194
Dkc1,0.064,5.858,0.285,0.6036061137260484,0.6754898306533449
Dus4l,-0.233,1.955,0.285,0.6036676127884544,0.6754898306533449
Ccser2,-0.136,3.796,0.285,0.6037234493295361,0.6754898306533449
Srbd1,0.142,4.269,0.282,0.6055665423227252,0.6774799835064892
Trmt10b,-0.08,3.769,0.281,0.6058964568440661,0.6777423314519042
Exosc8,0.072,6.397,0.281,0.6059298540624837,0.6777423314519042
Dhx33,-0.099,3.419,0.281,0.6062569081017726,0.6780360765176908
Sertad2,-0.089,3.884,0.279,0.6071574526604784,0.6789710812270153
Qtrt1,0.078,3.98,0.279,0.6075099925271247,0.6792931305241667
Folr1,-0.283,3.675,0.279,0.608240319116748,0.6799687358827116
Slc16a14,-0.317,2.158,0.278,0.6082434392154294,0.6799687358827116
Slc27a1,0.167,4.93,0.278,0.608495017147419,0.6800707187585304
Srpk1,0.06,7.154,0.277,0.6085155648843484,0.6800707187585304
Ldlrad4,0.101,3.763,0.277,0.608528545835819,0.6800707187585304
Csf1r,-0.075,11.619,0.277,0.6087118482620157,0.6801651347822002
Ubtd1,0.107,3.196,0.277,0.6087423015659756,0.6801651347822002
Trmt11,0.122,4.609,0.276,0.6092204144075437,0.6805937086036121
Lclat1,0.096,4.607,0.276,0.6092552252253185,0.6805937086036121
Dis3,0.138,2.217,0.275,0.6098514948920573,0.6811874833615453
Ick,0.167,2.577,0.275,0.6102420118464604,0.6815513363044262
Zfp367,-0.101,4.43,0.273,0.6115430937459088,0.6829319723536239
Hsp90ab1,-0.193,10.602,0.273,0.6117672316557989,0.6830532937674658
Lair1,-0.08,9.489,0.272,0.6117815540965851,0.6830532937674658
Cep89,-0.099,4.111,0.272,0.6119764428354125,0.6831983988921118
Large,-0.23,1.735,0.272,0.6120612529892159,0.6832205967121585
Cyp51,0.169,6.292,0.272,0.6125362523599536,0.6836589432129092
Mob1a,0.072,6.928,0.271,0.6125838806000684,0.6836589432129092
Ctns,0.083,6.291,0.27,0.6132252502147975,0.6843021535535858
Smarcal1,-0.078,4.781,0.27,0.6134211954593072,0.6844482281643822
Nbn,-0.08,3.564,0.269,0.6135680141829802,0.6845394628125001
Unc50,-0.068,5.102,0.269,0.6140812065344099,0.6850393868717901
Kdsr,0.09,5.519,0.268,0.6142008746494036,0.6851002548161622
Pigw,-0.229,1.559,0.268,0.6147114646113742,0.685597110980974
Klhl7,-0.079,4.715,0.267,0.6148667085669715,0.6856665355466678
Cldn1,-0.351,1.75,0.268,0.6149040288847196,0.6856665355466678
Siae,0.072,6.14,0.267,0.6150933082161598,0.6857406413149119
Ube3b,-0.102,4.588,0.267,0.6151008185281244,0.6857406413149119
Haus6,-0.081,4.179,0.267,0.6154159275398902,0.6860192590574432
Top3a,-0.114,4.557,0.266,0.6158685508613053,0.6864510921209105
Toporsos,0.105,3.463,0.264,0.6168960954337636,0.6874849736406018
Ptplb,0.095,2.63,0.264,0.6169267895170771,0.6874849736406018
Mtap,-0.088,4.704,0.264,0.6171697021544102,0.6875636019577036
Arfip1,-0.082,5.507,0.264,0.6171762404139283,0.6875636019577036
Dbr1,-0.135,1.487,0.264,0.6171933653988851,0.6875636019577036
Snd1,-0.114,5.138,0.264,0.6172622209950314,0.6875675189510655
Tst,-0.251,2.303,0.263,0.6177363389433509,0.6880228084992465
Drosha,0.098,4.506,0.262,0.6181566084575949,0.6884180326806297
Ccdc69,0.112,3.033,0.262,0.6183042970598236,0.6885096421122248
Slx4ip,-0.134,3.298,0.261,0.6190807345664732,0.6893012982587026
Dnm1l,0.073,6.254,0.26,0.6198342187063373,0.6900672326964438
Lnp,-0.088,5.373,0.26,0.6199909576171836,0.6901479103085385
C1galt1c1,0.066,5.447,0.26,0.6200378546096097,0.6901479103085385
Rusc2,0.122,2.288,0.259,0.62024516677438,0.6903056467442412
Acsl5,-0.109,7.991,0.258,0.620845366595764,0.6909005702926422
Bag3,-0.141,3.787,0.258,0.6209319741222499,0.690923883228131
Pdzd3,-0.344,2.178,0.258,0.6214352329705937,0.6914107587808793
Siglec1,0.144,5.31,0.257,0.6221229512470805,0.692060139856717
A430104N18Rik,-0.226,1.214,0.256,0.6221504250731296,0.692060139856717
Thumpd1,0.115,2.786,0.256,0.6224186497546084,0.6922853241060928
Sec24a,0.126,4.394,0.255,0.623337096403586,0.6932335938971609
Slc43a2,0.093,6.214,0.254,0.6234943099706277,0.693335160500995
Kcnk5,-0.335,2.14,0.254,0.6242776523788153,0.6941328968704853
Optn,0.383,1.162,0.254,0.6244311268681206,0.694230189966533
Osbpl7,-0.085,4.434,0.253,0.6246002485513024,0.694344856909503
Armc1,-0.107,4.526,0.251,0.6257121015927403,0.6955073883025675
Dcaf10,0.131,2.546,0.25,0.6263172510015225,0.6961065095362294
Limd2,0.077,5.633,0.25,0.6265485783540017,0.6962900718153088
Wwc2,-0.141,3.599,0.25,0.6266639229564324,0.6963447160792542
Golga5,0.14,3.364,0.249,0.6268907738043022,0.6965232407077048
Fbxo30,-0.135,2.947,0.249,0.6271187365671371,0.6967029629324307
Letm1,0.125,3.905,0.249,0.6273414836509599,0.6968768534212024
Apex2,-0.114,3.518,0.248,0.6276131637767315,0.6971050583093251
Tmem5,0.128,2.799,0.248,0.6281027478976715,0.6975752206994404
AI607873,-0.087,8.651,0.246,0.6291244057390277,0.6985902060676968
Gcc1,0.089,4.496,0.246,0.6291494234442233,0.6985902060676968
S1pr2,0.099,4.639,0.245,0.6298184607429422,0.6992593017934144
Dcaf15,-0.11,2.987,0.244,0.6302993269645795,0.6997193604439572
Dnajc18,-0.058,5.761,0.244,0.6304110735971534,0.6997695915045196
Pxylp1,0.212,1.953,0.244,0.6307695605913031,0.7000936700877843
Slc39a9,0.053,5.692,0.244,0.6308530567037696,0.7001124990185369
Tmem141,0.12,2.148,0.243,0.6310568547246098,0.7002648193891247
Mylpf,-0.167,1.31,0.243,0.6313798177536727,0.7005493275223427
Jmy,0.161,3.352,0.243,0.6316134260325801,0.7007346422921287
Camkk2,-0.129,2.015,0.242,0.6318534278311212,0.7009270104434839
Larp1b_1,-0.204,2.109,0.242,0.6322196655097594,0.7011961500131865
Ap4s1,0.117,1.844,0.242,0.6322293140097989,0.7011961500131865
Fam168a,0.097,5.552,0.241,0.6329520178527002,0.7019237099656407
Cox6b2,0.131,1.379,0.24,0.6333123213425882,0.7022492684392051
Entpd1,-0.086,7.806,0.239,0.6338584828538917,0.7027798886256162
Rtn3,-0.07,5.765,0.239,0.6339244229624964,0.7027798886256162
Ostm1,0.077,4.92,0.238,0.6346349682185185,0.7034934973731666
Lzic,0.08,3.762,0.237,0.6352365031032324,0.7040179377406284
Zc3h13,0.093,5.194,0.237,0.6352418814831575,0.7040179377406284
Gm26797,-0.238,1.207,0.237,0.6356495243742561,0.7043955291691552
Ttc28,-0.167,2.582,0.237,0.635760626545349,0.7044444638450782
Taf5,-0.211,1.592,0.236,0.6361938251493561,0.7048502444774346
Naa30,-0.131,3.223,0.236,0.6363000142479946,0.7048936782747287
Tardbp,-0.1,6.841,0.236,0.6364616069261005,0.704998472598248
Mta3,0.07,6.399,0.235,0.6367979242950101,0.7052967642728546
Gabpa,0.055,4.982,0.235,0.6369385777879114,0.7053783049949687
Ndufb4,0.094,2.928,0.234,0.6377781714978565,0.7062337891899342
Gopc,-0.12,3.579,0.232,0.6391628485091599,0.7076926194088689
Zyg11b,0.103,4.052,0.231,0.6394593240487849,0.7079463931578499
Arl8a,0.084,4.617,0.231,0.6399340096294017,0.7083881101141383
Adamdec1,0.267,4.061,0.232,0.6399929452489892,0.7083881101141383
P4ha2,-0.202,1.449,0.231,0.6400973582087497,0.7084291649590526
Flii,-0.068,6.703,0.23,0.6404702039592783,0.70875901987892
Man1a2,-0.057,5.221,0.23,0.6405301034922104,0.70875901987892
Kctd12b,0.117,3.682,0.23,0.6406362093695452,0.7088018958254363
Zfand1,-0.101,4.095,0.229,0.6409970294690002,0.7091265497374147
Sorl1,0.093,6.6,0.229,0.6415308433681235,0.7096424960330877
Mbd3,0.08,3.45,0.228,0.642268165408276,0.7103834249097424
Foxred1,0.069,3.45,0.226,0.6431765470352313,0.7112658184581734
Gemin8,0.165,2.03,0.226,0.6432011335596292,0.7112658184581734
Kynu,-0.24,1.797,0.226,0.6433809994793047,0.71138996086169215
5430427O19Rik,0.083,6.273,0.225,0.6437879511606956,0.7117651407926036
E2f1,-0.069,4.814,0.225,0.6442661449016058,0.7121517499482442
Ctr9,-0.055,5.471,0.225,0.644272988644615,0.7121517499482442
Vil1,-0.266,2.168,0.224,0.6449507357757458,0.7127653774739622
Nit1,0.078,4.902,0.224,0.6449635963420192,0.7127653774739622
Cyp4a14,-0.292,5.377,0.224,0.6453129743453203,0.7130686792508089
Khdrbs1,0.049,5.423,0.223,0.6453735722878176,0.7130686792508089
Chka,-0.118,3.899,0.223,0.6458526666485751,0.7135231087814127
Fkrp,0.119,2.586,0.222,0.6463499440021403,0.7139975289454674
Fhl3,0.109,3.172,0.221,0.6473483452360983,0.7150253633798114
